timestamp,cpu
datetime,float
,
10/17/17 16:52,59.4
10/17/17 16:52,0.6
10/17/17 16:52,0.6
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.8
10/17/17 16:52,0.7
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.6
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.5
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.3
10/17/17 16:52,0.5
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.3
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.3
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.3
10/17/17 16:52,0.3
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.5
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.4
10/17/17 16:52,0.6
10/17/17 16:53,0.4
10/17/17 16:53,0.3
10/17/17 16:53,0.5
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.6
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.2
10/17/17 16:53,0.4
10/17/17 16:53,0.5
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.3
10/17/17 16:53,0.4
10/17/17 16:53,0.3
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.4
10/17/17 16:53,0.5
